[2025-08-14 22:01:53] [INFO    ] discord.client: logging in using static token
[2025-08-14 22:01:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Praseodymium–nickel (PrNi5)', 'primary_guild': None, 'mfa_enabled': False, 'id': '1081959306339033228', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '7897', 'clan': None, 'bot': True, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'session_type': 'normal', 'session_id': '72867220acf668f002646d3550f5c192', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1368864187341865010'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['singapore', 'hongkong', 'india', 'japan', 'dubai'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1081959306339033228', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-c-cb6d",{"micros":108914,"calls":["id_created",{"micros":357,"calls":[]},"session_lookup_time",{"micros":203,"calls":[]},"session_lookup_finished",{"micros":11,"calls":[]},"discord-sessions-prd-2-131",{"micros":108032,"calls":["start_session",{"micros":79705,"calls":["discord-api-rpc-68458796d4-76nsg",{"micros":55451,"calls":["get_user",{"micros":9193},"get_guilds",{"micros":3615},"send_scheduled_deletion_message",{"micros":20},"guild_join_requests",{"micros":1599},"authorized_ip_coro",{"micros":49},"pending_payments",{"micros":12192},"apex_experiments",{"micros":3485},"user_activities",{"micros":5},"played_application_ids",{"micros":3}]}]},"starting_guild_connect",{"micros":57,"calls":[]},"presence_started",{"micros":10289,"calls":[]},"guilds_started",{"micros":76,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":17884,"calls":[]},"connect_finished",{"micros":17889,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-08-14 22:01:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:01:55] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 72867220acf668f002646d3550f5c192).
[2025-08-14 22:01:55] [DEBUG   ] discord.client: Dispatching event connect
[2025-08-14 22:01:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'latest_onboarding_question_id': None, 'members': [{'user': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7897', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'afk_channel_id': None, 'guild_scheduled_events': [], 'channels': [{'version': 1754564961398, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'GENERAL CHAT📚', 'id': '1368864187341865011', 'flags': 0}, {'version': 1754564889995, 'type': 4, 'position': 2, 'permission_overwrites': [], 'name': 'VOICE CHAT🔊', 'id': '1368864187341865012', 'flags': 0}, {'version': 1754749015760, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1368864187341865010', 'deny': '633577201348689', 'allow': '1126726688163840'}], 'parent_id': '1368864187341865011', 'name': 'compound-search⚗️', 'last_message_id': '1403762548276203532', 'id': '1368864187341865013', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1754541067790, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1368864187341865012', 'name': 'Meeting room 1', 'last_message_id': None, 'id': '1368864187866026034', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1754541078921, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1368864187341865012', 'name': 'Meeting room 2', 'last_message_id': None, 'id': '1368875472942927943', 'flags': 0, 'bitrate': 64000}, {'version': 1754541087562, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1368864187341865012', 'name': 'Meeting room 3', 'last_message_id': None, 'id': '1368875546762678356', 'flags': 0, 'bitrate': 64000}, {'version': 1754565222611, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1368864187341865010', 'deny': '1126451810140160', 'allow': '0'}], 'parent_id': '1368864187341865011', 'name': 'general-chat', 'last_message_id': '1401853112683331645', 'id': '1368896897464533114', 'flags': 0}, {'version': 1754564862889, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1368864187341865011', 'name': 'archieve🔖', 'last_message_id': '1405398010053001266', 'id': '1402638740501037178', 'flags': 0}, {'version': 1754555446512, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'GUIDES & ANNOUNCEMENT 💡', 'id': '1402931527716835348', 'flags': 0}, {'version': 1754564976194, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1368864187341865012', 'name': 'interrogation-room🚨', 'last_message_id': None, 'id': '1402970537218670636', 'flags': 0, 'bitrate': 64000}, {'version': 1754564664785, 'type': 15, 'topic': None, 'template': '', 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1402931527716835348', 'name': 'announcement🔔', 'last_message_id': None, 'id': '1402970632735428729', 'flags': 0, 'default_tag_setting': 'match_some', 'available_tags': []}, {'version': 1754564691890, 'type': 15, 'topic': None, 'template': '', 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1402931527716835348', 'name': 'discussion🗣️', 'last_message_id': None, 'id': '1402970746443268147', 'flags': 0, 'default_tag_setting': 'match_some', 'available_tags': []}, {'version': 1754568885284, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 1, 'id': '1081959306339033228', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '1399787438783729815', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '1367507669690355825', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1368864187341865010', 'deny': '1024', 'allow': '0'}], 'parent_id': '1402931527716835348', 'name': 'bot-testing-lab', 'last_message_id': '1405566955800363058', 'id': '1402988334292140053', 'flags': 0}], 'premium_subscription_count': 0, 'moderator_reporting': None, 'splash': None, 'discovery_splash': None, 'profile': None, 'max_members': 25000000, 'nsfw_level': 0, 'owner_configured_content_level': 0, 'owner_id': '896694238933291008', 'member_count': 4, 'id': '1368864187341865010', 'rules_channel_id': None, 'name': 'Material Science Lab🧪', 'public_updates_channel_id': None, 'hub_type': None, 'lazy': True, 'embedded_activities': [], 'threads': [], 'afk_timeout': 300, 'verification_level': 0, 'incidents_data': None, 'vanity_url_code': None, 'unavailable': False, 'emojis': [], 'description': None, 'activity_instances': [], 'inventory_settings': None, 'premium_tier': 0, 'max_video_channel_users': 25, 'stickers': [], 'region': 'deprecated', 'application_id': None, 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'large': False, 'roles': [{'version': 1746433054605, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1368864187341865010', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1746510712520, 'unicode_emoji': None, 'tags': {'bot_id': '1081959306339033228'}, 'position': 1, 'permissions': '563276371324000', 'name': 'Seaborgnium', 'mentionable': False, 'managed': True, 'id': '1369189908383531071', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1753846435828, 'unicode_emoji': None, 'tags': {'bot_id': '1399787438783729815'}, 'position': 1, 'permissions': '563328179301408', 'name': 'PhineX', 'mentionable': False, 'managed': True, 'id': '1399958162123001928', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'stage_instances': [], 'system_channel_id': '1368864187341865013', 'preferred_locale': 'en-US', 'safety_alerts_channel_id': None, 'banner': None, 'features': [], 'home_header': None, 'system_channel_flags': 0, 'explicit_content_filter': 0, 'max_stage_video_channel_users': 50, 'soundboard_sounds': [], 'presences': [], 'default_message_notifications': 0, 'nsfw': False, 'version': 1754145396039, 'icon': '9c8e186a84abe305f8d9a97624dfb4c0', 'application_command_counts': {}, 'voice_states': [], 'premium_features': None, 'joined_at': '2025-05-06T05:51:52.572000+00:00'}}
[2025-08-14 22:01:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:01:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '6bbc721ebc2f84cfed27b9d1986288e8', 'members': [{'user': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'display_name': 'tatatatatatata kururi', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7897', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'thuadethier_96585', 'public_flags': 0, 'primary_guild': None, 'id': '1367507669690355825', 'global_name': 'Thuadethiee', 'display_name_styles': None, 'display_name': 'Thuadethiee', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '8569adcbd36c70a7578c017bf5604ea5'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-03T15:41:01.432000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'PhineX', 'public_flags': 0, 'primary_guild': None, 'id': '1399787438783729815', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2686', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '9be9771541d37b6cfcf01852f4d994be'}, 'roles': ['1399958162123001928'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-30T03:33:55.843000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1368864187341865010', 'chunk_index': 0, 'chunk_count': 1}}
[2025-08-14 22:01:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:01:55] [DEBUG   ] discord.state: Processed a chunk for 4 members in guild ID 1368864187341865010.
[2025-08-14 22:01:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:01:51.291000+00:00', 'pinned': False, 'nonce': '1405567123375259648', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567102001348669', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:01:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:01:56] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:01:56] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:01:56] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-08-14 22:01:56] [DEBUG   ] discord.client: Dispatching event ready
[2025-08-14 22:01:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:01:51.646000+00:00', 'pinned': False, 'nonce': '785102108700347182', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567103490326678', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:01:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:01:57] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:01:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"785102108700347182","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:01:57] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-08-14 22:01:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:01:51.646000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567103490326678', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '785102108700347182'}
[2025-08-14 22:01:57] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-14 22:02:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:01:56.078000+00:00', 'pinned': False, 'nonce': '1405567141087805440', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567122079350916', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:01] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:01] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:01:56.405000+00:00', 'pinned': False, 'nonce': '6987963004918916854', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567123450892300', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:01] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"6987963004918916854","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:01:56.405000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567123450892300', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6987963004918916854'}
[2025-08-14 22:02:02] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-14 22:02:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:01:59.153000+00:00', 'pinned': False, 'nonce': '1405567156518649856', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567134976966787', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:04] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:04] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:01:59.467000+00:00', 'pinned': False, 'nonce': '7562695008350547282', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567136293720126', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:05] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"7562695008350547282","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:01:59.467000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567136293720126', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7562695008350547282'}
[2025-08-14 22:02:05] [DEBUG   ] discord.client: Dispatching event command_completion
